"","X","Y","sig2_x","cov_xy","sig2_y","rho","CCC_Bayes"
"193",99.9984661433969,100.000858311281,1.04340319527452,0.0107103508449183,1.04095350753023,0.0100362648076605,0.00996370754834027
"194",100.002157477121,99.9978294866108,1.04061095016044,0.0122778874265024,1.04232628381795,0.0115511647599841,0.0114709067313338
"195",99.9999322736299,99.9992821566075,1.03919994696045,0.00800651203995524,1.03580172809084,0.00772631276916457,0.00773174145817163
"196",100.000609526452,99.9983375684512,1.04436033616521,0.0122557476417065,1.04292533304586,0.0118016846304472,0.0117130992019846
"197",100.001290173985,100.001414230806,1.04046272818957,0.0113261617197275,1.04272354610577,0.0108342357945435,0.0107533844293473
"198",99.9989312685939,99.9988296224714,1.04119952496612,0.00690717184814276,1.03980345386871,0.00680240536263953,0.00680899503472967
"199",100.00145386396,100.001798763147,1.04328523813524,0.0105151647554334,1.0398210424118,0.00982388858521914,0.00972932196606194
"200",99.9993909000868,99.9981864575108,1.04550940157501,0.00918239086169353,1.04237310589558,0.0086011490449516,0.00858224433595392
"201",100.000428843039,100.002187453674,1.04292304880551,0.00875975006695825,1.04263890921308,0.00851061549015398,0.0085199654003764
"202",99.9987953834346,99.9977605953415,1.03952553929784,0.00751086267728824,1.04090483096268,0.00705681765970338,0.00705877038669381
"203",99.9982176726962,99.9997660360327,1.04026452761065,0.00735800313384216,1.04009879473263,0.00725467255502974,0.00723345756543034
"204",99.9999922406934,100.001407529427,1.04150762985162,0.00992822359739257,1.04324112924684,0.00964206073847707,0.00962410849314192
"205",100.000002284435,100.000190114913,1.04181439908133,0.00807313315619567,1.04041193459714,0.00782283777580864,0.00782381277283339
"206",99.9994707112212,100.003167913969,1.04043686486425,0.00893857199634765,1.04114614126614,0.00844230176666915,0.00842994229262077
"207",99.9965122541452,100.002501129178,1.04084637427113,0.0114069316055552,1.04257681813206,0.0107818252350336,0.01072667900295
"208",99.9992911711914,99.9996379819414,1.04166573380917,0.00873886354604603,1.04408466631183,0.00836854088794846,0.00839353203174965
"209",99.9991043420041,99.9990310862914,1.04160364445315,0.0105047674611597,1.04327684590543,0.00996826557158697,0.00991430112736397
"210",100.001276036812,100.000807935168,1.04084693892653,0.0124530141941191,1.03989743140016,0.0118543726803895,0.0117349671150127
"211",100.000643502267,99.9984886328897,1.03904054334398,0.00932675039535408,1.04205779292999,0.0088915893765901,0.0088076612329103
"212",99.9975171854398,99.999709531136,1.04184887672732,0.00816615121339621,1.04186701582243,0.00770645326402033,0.00769168586913258
"213",99.9994922894828,100.001860874602,1.04285793568728,0.00796677029839552,1.04392321684335,0.00770608006943303,0.00766723362042707
"214",100.000730520491,100.000357615549,1.04077120407615,0.0127324348924507,1.04345277925239,0.0121149697542182,0.0120076791170879
"215",100.001258996774,99.9986928505877,1.03795174753914,0.00704637125546658,1.04427337169027,0.00683208713370861,0.0067969275938421
"216",100.001579123856,100.000289346738,1.03951749657697,0.00950520580538173,1.03982816340605,0.00901522027518835,0.00899125441628201
"217",100.000107638991,99.9999104250923,1.0442784324945,0.00824442588007643,1.04411920103925,0.00774527948778003,0.0077314233953418
"218",100.000643682382,100.000569544322,1.03838071063584,0.00862610581253324,1.04148219427499,0.0081438421457321,0.00814124125372335
"219",100.000545879619,99.9985459047299,1.04443268105566,0.00869103775509026,1.03922283532069,0.00842733769434116,0.00838678429031031
"220",100.000060087569,99.9990334800209,1.04163623713904,0.00963368441563422,1.03934975225621,0.0094627478870104,0.00939386794107707
"221",99.9977516479299,99.9964878338367,1.04118042294393,0.00852670269719305,1.04157877981666,0.00803861413812004,0.00802894955685161
"222",99.997639124276,100.002027320206,1.04200566820128,0.00678912567517785,1.03894978451257,0.00638167360580559,0.00640313194740573
"223",99.9986129082325,100.000344443743,1.0390862330241,0.0124813636710564,1.04584640761229,0.0117386190716516,0.0116607442485514
"224",100.00029652351,99.9992683532662,1.04202514618099,0.00740328508273498,1.04743567373396,0.007063280310631,0.00705273345035172
"225",100.001714646509,100.000041202312,1.03867041814187,0.011497433318668,1.04361142565948,0.0112098423129488,0.0111482415282185
"226",99.9992442517644,99.9968222148638,1.03967160015846,0.0096374744632773,1.04130791229149,0.00922043432571096,0.00918369070275383
"227",99.9984776903147,100.000755439065,1.04067880008324,0.00937154752159412,1.04168125267662,0.00914691711405219,0.00912674981308562
"228",100.001443800047,100.000600102573,1.04236324053935,0.0084215701319875,1.04142945615696,0.00803870060048816,0.00802718565432057
"229",99.9968643477608,100.003190520969,1.04397115959607,0.0090244976602992,1.04249119641061,0.00869553951027882,0.00863028819395184
"230",100.000002842566,100.001835859136,1.03946013560928,0.00826833280850467,1.04078317202609,0.00820800478228959,0.00820601833817759
"231",100.001996981137,99.9995504262757,1.04153152667371,0.00900316802726035,1.03870664016561,0.00841063721587314,0.00840142495800891
"232",100.003608149489,99.998282378716,1.04365789013565,0.00951014987401632,1.04098463227294,0.00916217278006024,0.00913617707121256
"233",100.00049756512,99.9987042949268,1.03896247446569,0.00937222047725812,1.04393021668468,0.00889002617792664,0.00882784098600007
"234",100.002596252596,100.001760750484,1.04184259213179,0.00995810290230901,1.04452389826888,0.00947242113102901,0.00942298562067177
"235",99.9987238569404,100.001129587917,1.0401207021238,0.00868812602773705,1.04083184201159,0.00836767156162016,0.00833276780939612
"236",100.001961387753,100.001304673627,1.04220685354955,0.00830638304646474,1.04305051621034,0.00799897525335443,0.00798080163029906
"237",99.9992312235856,100.000006166201,1.03948919108258,0.00884303659462168,1.03933167328816,0.00858126092654423,0.0085827514107637
"238",100.000977621238,99.9994572259915,1.03938952457784,0.00689551590122508,1.04305756050549,0.00682711447804264,0.00683569082799095
"239",100.000859887801,99.9984859601337,1.03888538743908,0.00674027773804741,1.04387387292919,0.00627184368030016,0.00629224639011876
"240",99.9968905769605,100.000761502418,1.04018913162792,0.00689745263966014,1.0412688299396,0.00647395304951815,0.00645707332465726
"241",100.000727393469,99.9999908332915,1.04324643905219,0.0110616363109846,1.03949065895976,0.0103911530813081,0.0103600553662204
"242",100.000504809259,99.9995573154139,1.04093555055485,0.011937688773619,1.03881225421163,0.0113940786126032,0.01128605197125
"243",99.9996195475111,100.001782402061,1.03683674523681,0.00609739274326298,1.04153901657279,0.00589515160114266,0.0058902391378514
"244",100.00105772397,100.001292481348,1.03651983339648,0.0109087350273555,1.04058101077825,0.0105809099586665,0.0105389442152679
